ResponseID,Task,Word,Response,ReactionTime
R_8868VvS8DH4InYh,Phys/Psych,LOATHE,1.0,1.233
R_8868VvS8DH4InYh,Phys/Psych,WORRY,2.0,0.699
R_brBsncrK2secV7v,Valence,DELIGHT,1.0,0.935
R_brBsncrK2secV7v,Valence,DESPISE,2.0,0.935
R_brBsncrK2secV7v,Valence,BUILD,1.0,0.972
R_brBsncrK2secV7v,Valence,REPAIR,1.0,1.029
R_brBsncrK2secV7v,Valence,CARESS,1.0,0.887
R_brBsncrK2secV7v,Valence,PRODUCE,1.0,1.136
R_brBsncrK2secV7v,Valence,SCULPT,,2.024
R_brBsncrK2secV7v,Valence,TWINKLE,1.0,0.828
R_brBsncrK2secV7v,Valence,DECORATE,1.0,0.848
R_brBsncrK2secV7v,Valence,PRAISE,1.0,0.771
R_brBsncrK2secV7v,Valence,THRILL,1.0,1.06
R_brBsncrK2secV7v,Valence,CONTENT,1.0,0.879
R_brBsncrK2secV7v,Valence,APPRECIATE,1.0,0.763
R_brBsncrK2secV7v,Valence,IMPRESS,1.0,0.927
R_brBsncrK2secV7v,Valence,LIKE,1.0,0.758
R_brBsncrK2secV7v,Valence,RESPECT,1.0,0.751
R_brBsncrK2secV7v,Valence,ADMIRE,1.0,0.792
R_brBsncrK2secV7v,Valence,ADORE,1.0,0.702
R_brBsncrK2secV7v,Valence,CHERISH,1.0,0.926
R_brBsncrK2secV7v,Valence,PULVERIZE,2.0,0.88
R_brBsncrK2secV7v,Valence,SMASH,2.0,1.115
R_brBsncrK2secV7v,Valence,KNIFE,2.0,1.079
R_brBsncrK2secV7v,Valence,SLAUGHTER,2.0,0.851
R_brBsncrK2secV7v,Valence,SLASH,2.0,0.84
R_brBsncrK2secV7v,Valence,POLLUTE,2.0,0.8
R_brBsncrK2secV7v,Valence,DELETE,2.0,1.025
R_brBsncrK2secV7v,Valence,CORRODE,2.0,0.952
R_brBsncrK2secV7v,Valence,DESTROY,2.0,0.941
R_brBsncrK2secV7v,Valence,DIRTY,2.0,1.222
R_brBsncrK2secV7v,Valence,LAMENT,2.0,1.431
R_brBsncrK2secV7v,Valence,DISTRESS,2.0,0.828
R_brBsncrK2secV7v,Valence,OFFEND,2.0,1.086
R_brBsncrK2secV7v,Valence,DISPLEASE,2.0,0.814
R_brBsncrK2secV7v,Valence,DISMAY,2.0,0.79
R_brBsncrK2secV7v,Valence,CRITICIZE,2.0,1.039
R_brBsncrK2secV7v,Valence,DREAD,2.0,0.845
R_brBsncrK2secV7v,Valence,MOURN,2.0,1.138
R_brBsncrK2secV7v,Valence,LOATHE,2.0,0.869
R_brBsncrK2secV7v,Valence,WORRY,2.0,0.706
R_brBsncrK2secV7v,Phys/Psych,TRUST,2.0,0.763
R_brBsncrK2secV7v,Phys/Psych,PINCH,1.0,0.763
R_brBsncrK2secV7v,Phys/Psych,REGRET,2.0,0.763
R_brBsncrK2secV7v,Phys/Psych,BUILD,1.0,0.763
R_brBsncrK2secV7v,Phys/Psych,CUDDLE,1.0,0.73
R_brBsncrK2secV7v,Phys/Psych,REPAIR,1.0,0.854
R_brBsncrK2secV7v,Phys/Psych,CARESS,1.0,0.771
R_brBsncrK2secV7v,Phys/Psych,PET,1.0,0.74
R_brBsncrK2secV7v,Phys/Psych,PRODUCE,2.0,1.051
R_brBsncrK2secV7v,Phys/Psych,SCULPT,1.0,0.86
R_brBsncrK2secV7v,Phys/Psych,TWINKLE,1.0,1.595
R_brBsncrK2secV7v,Phys/Psych,DECORATE,1.0,1.217
R_brBsncrK2secV7v,Phys/Psych,PRAISE,2.0,0.967
R_brBsncrK2secV7v,Phys/Psych,THRILL,2.0,1.037
R_brBsncrK2secV7v,Phys/Psych,CONTENT,2.0,1.223
R_brBsncrK2secV7v,Phys/Psych,APPRECIATE,2.0,0.977
R_brBsncrK2secV7v,Phys/Psych,IMPRESS,2.0,0.821
R_brBsncrK2secV7v,Phys/Psych,RESPECT,2.0,0.978
R_brBsncrK2secV7v,Phys/Psych,ADMIRE,2.0,1.069
R_brBsncrK2secV7v,Phys/Psych,ADORE,2.0,1.517
R_brBsncrK2secV7v,Phys/Psych,CHERISH,2.0,0.946
R_brBsncrK2secV7v,Phys/Psych,PULVERIZE,1.0,0.853
R_brBsncrK2secV7v,Phys/Psych,SMASH,1.0,0.821
R_brBsncrK2secV7v,Phys/Psych,KNIFE,1.0,1.04
R_brBsncrK2secV7v,Phys/Psych,SLAUGHTER,1.0,1.105
R_brBsncrK2secV7v,Phys/Psych,SLASH,1.0,0.725
R_brBsncrK2secV7v,Phys/Psych,POLLUTE,,2.026
R_brBsncrK2secV7v,Phys/Psych,DELETE,1.0,0.958
R_brBsncrK2secV7v,Phys/Psych,CORRODE,1.0,1.245
R_brBsncrK2secV7v,Phys/Psych,DESTROY,1.0,0.859
R_brBsncrK2secV7v,Phys/Psych,DIRTY,1.0,1.109
R_brBsncrK2secV7v,Phys/Psych,LAMENT,2.0,0.838
R_brBsncrK2secV7v,Phys/Psych,DISTRESS,2.0,1.275
R_brBsncrK2secV7v,Phys/Psych,OFFEND,2.0,1.248
R_brBsncrK2secV7v,Phys/Psych,DISPLEASE,2.0,0.868
R_brBsncrK2secV7v,Phys/Psych,DISMAY,2.0,0.736
R_brBsncrK2secV7v,Phys/Psych,CRITICIZE,2.0,1.113
R_brBsncrK2secV7v,Phys/Psych,DREAD,2.0,1.034
R_brBsncrK2secV7v,Phys/Psych,MOURN,2.0,1.347
R_brBsncrK2secV7v,Phys/Psych,LOATHE,2.0,1.013
R_brBsncrK2secV7v,Phys/Psych,WORRY,2.0,0.832
R_cIay1PiBWtSgPpr,Valence,DELIGHT,1.0,1.13
R_cIay1PiBWtSgPpr,Valence,DESPISE,1.0,1.13
R_cIay1PiBWtSgPpr,Valence,BUILD,1.0,0.631
R_cIay1PiBWtSgPpr,Valence,REPAIR,1.0,0.816
R_cIay1PiBWtSgPpr,Valence,CARESS,1.0,0.688
R_cIay1PiBWtSgPpr,Valence,PRODUCE,1.0,0.706
R_cIay1PiBWtSgPpr,Valence,SCULPT,1.0,0.685
R_cIay1PiBWtSgPpr,Valence,TWINKLE,1.0,0.917
R_cIay1PiBWtSgPpr,Valence,DECORATE,1.0,0.74
R_cIay1PiBWtSgPpr,Valence,PRAISE,1.0,0.667
R_cIay1PiBWtSgPpr,Valence,THRILL,1.0,0.767
R_cIay1PiBWtSgPpr,Valence,CONTENT,2.0,0.877
R_cIay1PiBWtSgPpr,Valence,APPRECIATE,1.0,0.621
R_cIay1PiBWtSgPpr,Valence,IMPRESS,1.0,0.969
R_cIay1PiBWtSgPpr,Valence,LIKE,1.0,0.621
R_cIay1PiBWtSgPpr,Valence,RESPECT,1.0,0.945
R_cIay1PiBWtSgPpr,Valence,ADMIRE,2.0,1.193
R_cIay1PiBWtSgPpr,Valence,ADORE,1.0,0.633
R_cIay1PiBWtSgPpr,Valence,CHERISH,1.0,0.725
R_cIay1PiBWtSgPpr,Valence,PULVERIZE,1.0,0.789
R_cIay1PiBWtSgPpr,Valence,SMASH,2.0,0.991
R_cIay1PiBWtSgPpr,Valence,KNIFE,2.0,0.871
R_cIay1PiBWtSgPpr,Valence,SLAUGHTER,2.0,0.656
R_cIay1PiBWtSgPpr,Valence,SLASH,1.0,0.372
R_cIay1PiBWtSgPpr,Valence,POLLUTE,2.0,1.015
R_cIay1PiBWtSgPpr,Valence,DELETE,2.0,0.474
R_cIay1PiBWtSgPpr,Valence,CORRODE,2.0,1.109
R_cIay1PiBWtSgPpr,Valence,DESTROY,2.0,1.409
R_cIay1PiBWtSgPpr,Valence,DIRTY,2.0,0.783
R_cIay1PiBWtSgPpr,Valence,LAMENT,2.0,1.301
R_cIay1PiBWtSgPpr,Valence,DISTRESS,2.0,0.842
R_cIay1PiBWtSgPpr,Valence,OFFEND,2.0,0.677
R_cIay1PiBWtSgPpr,Valence,DISPLEASE,2.0,0.83
R_cIay1PiBWtSgPpr,Valence,DISMAY,2.0,0.693
R_cIay1PiBWtSgPpr,Valence,CRITICIZE,1.0,0.637
R_cIay1PiBWtSgPpr,Valence,DREAD,2.0,0.675
R_cIay1PiBWtSgPpr,Valence,MOURN,2.0,0.835
R_cIay1PiBWtSgPpr,Valence,LOATHE,2.0,0.668
R_cIay1PiBWtSgPpr,Valence,WORRY,2.0,0.763
R_cIay1PiBWtSgPpr,Phys/Psych,TRUST,2.0,0.929
R_cIay1PiBWtSgPpr,Phys/Psych,PINCH,1.0,0.929
R_cIay1PiBWtSgPpr,Phys/Psych,REGRET,2.0,0.929
R_cIay1PiBWtSgPpr,Phys/Psych,BUILD,1.0,0.929
R_cIay1PiBWtSgPpr,Phys/Psych,CUDDLE,,2.005
R_cIay1PiBWtSgPpr,Phys/Psych,REPAIR,,2.009
R_cIay1PiBWtSgPpr,Phys/Psych,CARESS,2.0,0.331
R_cIay1PiBWtSgPpr,Phys/Psych,PET,1.0,0.879
R_cIay1PiBWtSgPpr,Phys/Psych,PRODUCE,2.0,0.691
R_cIay1PiBWtSgPpr,Phys/Psych,SCULPT,2.0,0.494
R_cIay1PiBWtSgPpr,Phys/Psych,TWINKLE,2.0,0.605
R_cIay1PiBWtSgPpr,Phys/Psych,DECORATE,2.0,0.356
R_cIay1PiBWtSgPpr,Phys/Psych,PRAISE,2.0,0.793
R_cIay1PiBWtSgPpr,Phys/Psych,THRILL,,2.008
R_cIay1PiBWtSgPpr,Phys/Psych,CONTENT,2.0,0.65
R_cIay1PiBWtSgPpr,Phys/Psych,APPRECIATE,2.0,0.606
R_cIay1PiBWtSgPpr,Phys/Psych,IMPRESS,2.0,0.911
R_cIay1PiBWtSgPpr,Phys/Psych,RESPECT,2.0,0.372
R_cIay1PiBWtSgPpr,Phys/Psych,ADMIRE,2.0,0.839
R_cIay1PiBWtSgPpr,Phys/Psych,ADORE,,2.007
R_cIay1PiBWtSgPpr,Phys/Psych,CHERISH,2.0,1.018
R_cIay1PiBWtSgPpr,Phys/Psych,PULVERIZE,,2.009
R_cIay1PiBWtSgPpr,Phys/Psych,SMASH,1.0,1.075
R_cIay1PiBWtSgPpr,Phys/Psych,KNIFE,2.0,1.042
R_cIay1PiBWtSgPpr,Phys/Psych,SLAUGHTER,,2.01
R_cIay1PiBWtSgPpr,Phys/Psych,SLASH,2.0,0.335
R_cIay1PiBWtSgPpr,Phys/Psych,POLLUTE,2.0,0.5
R_cIay1PiBWtSgPpr,Phys/Psych,DELETE,2.0,1.051
R_cIay1PiBWtSgPpr,Phys/Psych,CORRODE,,2.007
R_cIay1PiBWtSgPpr,Phys/Psych,DESTROY,2.0,0.587
R_cIay1PiBWtSgPpr,Phys/Psych,DIRTY,2.0,0.547
R_cIay1PiBWtSgPpr,Phys/Psych,LAMENT,2.0,0.039
R_cIay1PiBWtSgPpr,Phys/Psych,DISTRESS,2.0,0.71
R_cIay1PiBWtSgPpr,Phys/Psych,OFFEND,2.0,1.19
R_cIay1PiBWtSgPpr,Phys/Psych,DISPLEASE,2.0,0.939
R_cIay1PiBWtSgPpr,Phys/Psych,DISMAY,2.0,0.905
R_cIay1PiBWtSgPpr,Phys/Psych,CRITICIZE,2.0,0.567
R_cIay1PiBWtSgPpr,Phys/Psych,DREAD,2.0,0.387
R_cIay1PiBWtSgPpr,Phys/Psych,MOURN,2.0,0.822
R_cIay1PiBWtSgPpr,Phys/Psych,LOATHE,2.0,0.251
R_cIay1PiBWtSgPpr,Phys/Psych,WORRY,2.0,1.149
R_4IrZFD1AjeRZm1T,Valence,DELIGHT,1.0,0.696
R_4IrZFD1AjeRZm1T,Valence,DESPISE,2.0,0.696
R_4IrZFD1AjeRZm1T,Valence,BUILD,1.0,1.118
R_4IrZFD1AjeRZm1T,Valence,REPAIR,1.0,0.926
R_4IrZFD1AjeRZm1T,Valence,CARESS,1.0,1.47
R_4IrZFD1AjeRZm1T,Valence,PRODUCE,1.0,0.936
R_4IrZFD1AjeRZm1T,Valence,SCULPT,1.0,1.011
R_4IrZFD1AjeRZm1T,Valence,TWINKLE,1.0,0.792
R_4IrZFD1AjeRZm1T,Valence,DECORATE,1.0,0.725
R_4IrZFD1AjeRZm1T,Valence,PRAISE,1.0,0.906
R_4IrZFD1AjeRZm1T,Valence,THRILL,1.0,0.962
R_4IrZFD1AjeRZm1T,Valence,CONTENT,1.0,0.912
R_4IrZFD1AjeRZm1T,Valence,APPRECIATE,1.0,0.74
R_4IrZFD1AjeRZm1T,Valence,IMPRESS,1.0,0.872
R_4IrZFD1AjeRZm1T,Valence,LIKE,1.0,0.849
R_4IrZFD1AjeRZm1T,Valence,RESPECT,1.0,0.921
R_4IrZFD1AjeRZm1T,Valence,ADMIRE,1.0,0.83
R_4IrZFD1AjeRZm1T,Valence,ADORE,1.0,1.166
R_4IrZFD1AjeRZm1T,Valence,CHERISH,1.0,0.826
R_4IrZFD1AjeRZm1T,Valence,PULVERIZE,2.0,1.252
R_4IrZFD1AjeRZm1T,Valence,SMASH,2.0,0.807
R_4IrZFD1AjeRZm1T,Valence,KNIFE,2.0,0.875
R_4IrZFD1AjeRZm1T,Valence,SLAUGHTER,2.0,0.69
R_4IrZFD1AjeRZm1T,Valence,SLASH,2.0,0.763
R_4IrZFD1AjeRZm1T,Valence,POLLUTE,2.0,0.77
R_4IrZFD1AjeRZm1T,Valence,DELETE,2.0,0.675
R_4IrZFD1AjeRZm1T,Valence,CORRODE,2.0,0.631
R_4IrZFD1AjeRZm1T,Valence,DESTROY,2.0,0.753
R_4IrZFD1AjeRZm1T,Valence,DIRTY,2.0,0.791
R_4IrZFD1AjeRZm1T,Valence,LAMENT,2.0,0.787
R_4IrZFD1AjeRZm1T,Valence,DISTRESS,2.0,0.802
R_4IrZFD1AjeRZm1T,Valence,OFFEND,2.0,0.935
R_4IrZFD1AjeRZm1T,Valence,DISPLEASE,2.0,0.623
R_4IrZFD1AjeRZm1T,Valence,DISMAY,2.0,0.772
R_4IrZFD1AjeRZm1T,Valence,CRITICIZE,2.0,0.789
R_4IrZFD1AjeRZm1T,Valence,DREAD,2.0,0.669
R_4IrZFD1AjeRZm1T,Valence,MOURN,1.0,0.881
R_4IrZFD1AjeRZm1T,Valence,LOATHE,2.0,0.945
R_4IrZFD1AjeRZm1T,Valence,WORRY,2.0,0.776
R_4IrZFD1AjeRZm1T,Phys/Psych,TRUST,2.0,0.877
R_4IrZFD1AjeRZm1T,Phys/Psych,PINCH,1.0,0.877
R_4IrZFD1AjeRZm1T,Phys/Psych,REGRET,2.0,0.877
R_4IrZFD1AjeRZm1T,Phys/Psych,BUILD,1.0,0.877
R_4IrZFD1AjeRZm1T,Phys/Psych,CUDDLE,2.0,0.843
R_4IrZFD1AjeRZm1T,Phys/Psych,REPAIR,1.0,0.905
R_4IrZFD1AjeRZm1T,Phys/Psych,CARESS,1.0,1.005
R_4IrZFD1AjeRZm1T,Phys/Psych,PET,1.0,1.873
R_4IrZFD1AjeRZm1T,Phys/Psych,PRODUCE,1.0,1.084
R_4IrZFD1AjeRZm1T,Phys/Psych,SCULPT,1.0,1.022
R_4IrZFD1AjeRZm1T,Phys/Psych,TWINKLE,2.0,1.205
R_4IrZFD1AjeRZm1T,Phys/Psych,DECORATE,1.0,1.141
R_4IrZFD1AjeRZm1T,Phys/Psych,PRAISE,2.0,1.102
R_4IrZFD1AjeRZm1T,Phys/Psych,THRILL,2.0,1.104
R_4IrZFD1AjeRZm1T,Phys/Psych,CONTENT,2.0,1.254
R_4IrZFD1AjeRZm1T,Phys/Psych,APPRECIATE,2.0,0.78
R_4IrZFD1AjeRZm1T,Phys/Psych,IMPRESS,2.0,0.815
R_4IrZFD1AjeRZm1T,Phys/Psych,RESPECT,2.0,0.895
R_4IrZFD1AjeRZm1T,Phys/Psych,ADMIRE,2.0,0.8
R_4IrZFD1AjeRZm1T,Phys/Psych,ADORE,2.0,1.0
R_4IrZFD1AjeRZm1T,Phys/Psych,CHERISH,2.0,0.972
R_4IrZFD1AjeRZm1T,Phys/Psych,PULVERIZE,1.0,0.769
R_4IrZFD1AjeRZm1T,Phys/Psych,SMASH,1.0,0.959
R_4IrZFD1AjeRZm1T,Phys/Psych,KNIFE,1.0,0.964
R_4IrZFD1AjeRZm1T,Phys/Psych,SLAUGHTER,1.0,0.804
R_4IrZFD1AjeRZm1T,Phys/Psych,SLASH,1.0,0.971
R_4IrZFD1AjeRZm1T,Phys/Psych,POLLUTE,1.0,0.871
R_4IrZFD1AjeRZm1T,Phys/Psych,DELETE,1.0,1.349
R_4IrZFD1AjeRZm1T,Phys/Psych,CORRODE,1.0,1.404
R_4IrZFD1AjeRZm1T,Phys/Psych,DESTROY,1.0,1.144
R_4IrZFD1AjeRZm1T,Phys/Psych,DIRTY,2.0,0.995
R_4IrZFD1AjeRZm1T,Phys/Psych,LAMENT,2.0,1.245
R_4IrZFD1AjeRZm1T,Phys/Psych,DISTRESS,2.0,0.824
R_4IrZFD1AjeRZm1T,Phys/Psych,OFFEND,2.0,1.443
R_4IrZFD1AjeRZm1T,Phys/Psych,DISPLEASE,2.0,1.273
R_4IrZFD1AjeRZm1T,Phys/Psych,DISMAY,2.0,0.832
R_4IrZFD1AjeRZm1T,Phys/Psych,CRITICIZE,2.0,1.296
R_4IrZFD1AjeRZm1T,Phys/Psych,DREAD,2.0,0.857
R_4IrZFD1AjeRZm1T,Phys/Psych,MOURN,2.0,0.879
R_4IrZFD1AjeRZm1T,Phys/Psych,LOATHE,2.0,0.995
R_4IrZFD1AjeRZm1T,Phys/Psych,WORRY,2.0,0.901
R_8finadprGjxTKTP,Valence,DELIGHT,1.0,0.528
R_8finadprGjxTKTP,Valence,DESPISE,2.0,0.528
R_8finadprGjxTKTP,Valence,BUILD,1.0,0.627
R_8finadprGjxTKTP,Valence,REPAIR,1.0,0.682
R_8finadprGjxTKTP,Valence,CARESS,1.0,0.675
R_8finadprGjxTKTP,Valence,PRODUCE,1.0,0.616
R_8finadprGjxTKTP,Valence,SCULPT,1.0,0.804
R_8finadprGjxTKTP,Valence,TWINKLE,1.0,0.934
R_8finadprGjxTKTP,Valence,DECORATE,1.0,0.786
R_8finadprGjxTKTP,Valence,PRAISE,1.0,0.645
R_8finadprGjxTKTP,Valence,THRILL,1.0,0.767
R_8finadprGjxTKTP,Valence,CONTENT,2.0,1.284
R_8finadprGjxTKTP,Valence,APPRECIATE,1.0,0.71
R_8finadprGjxTKTP,Valence,IMPRESS,1.0,0.831
R_8finadprGjxTKTP,Valence,LIKE,1.0,0.623
R_8finadprGjxTKTP,Valence,RESPECT,1.0,1.311
R_8finadprGjxTKTP,Valence,ADMIRE,1.0,0.627
R_8finadprGjxTKTP,Valence,ADORE,1.0,0.619
R_8finadprGjxTKTP,Valence,CHERISH,1.0,0.684
R_8finadprGjxTKTP,Valence,PULVERIZE,2.0,0.89
R_8finadprGjxTKTP,Valence,SMASH,2.0,1.105
R_8finadprGjxTKTP,Valence,KNIFE,2.0,1.005
R_8finadprGjxTKTP,Valence,SLAUGHTER,2.0,0.746
R_8finadprGjxTKTP,Valence,SLASH,2.0,0.66
R_8finadprGjxTKTP,Valence,POLLUTE,1.0,0.624
R_8finadprGjxTKTP,Valence,DELETE,2.0,0.734
R_8finadprGjxTKTP,Valence,CORRODE,2.0,1.127
R_8finadprGjxTKTP,Valence,DESTROY,2.0,0.617
R_8finadprGjxTKTP,Valence,DIRTY,2.0,0.733
R_8finadprGjxTKTP,Valence,LAMENT,2.0,0.774
R_8finadprGjxTKTP,Valence,DISTRESS,2.0,0.829
R_8finadprGjxTKTP,Valence,OFFEND,2.0,0.499
R_8finadprGjxTKTP,Valence,DISPLEASE,2.0,0.937
R_8finadprGjxTKTP,Valence,DISMAY,2.0,0.886
R_8finadprGjxTKTP,Valence,CRITICIZE,2.0,0.75
R_8finadprGjxTKTP,Valence,DREAD,2.0,0.921
R_8finadprGjxTKTP,Valence,MOURN,2.0,0.717
R_8finadprGjxTKTP,Valence,LOATHE,2.0,0.64
R_8finadprGjxTKTP,Valence,WORRY,2.0,0.691
R_8finadprGjxTKTP,Phys/Psych,TRUST,2.0,0.805
R_8finadprGjxTKTP,Phys/Psych,PINCH,1.0,0.805
R_8finadprGjxTKTP,Phys/Psych,REGRET,2.0,0.805
R_8finadprGjxTKTP,Phys/Psych,BUILD,1.0,0.805
R_8finadprGjxTKTP,Phys/Psych,CUDDLE,1.0,0.759
R_8finadprGjxTKTP,Phys/Psych,REPAIR,1.0,0.636
R_8finadprGjxTKTP,Phys/Psych,CARESS,1.0,0.861
R_8finadprGjxTKTP,Phys/Psych,PET,1.0,1.496
R_8finadprGjxTKTP,Phys/Psych,PRODUCE,1.0,0.79
R_8finadprGjxTKTP,Phys/Psych,SCULPT,1.0,0.781
R_8finadprGjxTKTP,Phys/Psych,TWINKLE,2.0,0.823
R_8finadprGjxTKTP,Phys/Psych,DECORATE,1.0,0.771
R_8finadprGjxTKTP,Phys/Psych,PRAISE,2.0,0.721
R_8finadprGjxTKTP,Phys/Psych,THRILL,2.0,0.879
R_8finadprGjxTKTP,Phys/Psych,CONTENT,2.0,0.863
R_8finadprGjxTKTP,Phys/Psych,APPRECIATE,2.0,0.812
R_8finadprGjxTKTP,Phys/Psych,IMPRESS,2.0,0.912
R_8finadprGjxTKTP,Phys/Psych,RESPECT,2.0,0.854
R_8finadprGjxTKTP,Phys/Psych,ADMIRE,2.0,0.777
R_8finadprGjxTKTP,Phys/Psych,ADORE,2.0,0.904
R_8finadprGjxTKTP,Phys/Psych,CHERISH,2.0,0.883
R_8finadprGjxTKTP,Phys/Psych,PULVERIZE,1.0,0.754
R_8finadprGjxTKTP,Phys/Psych,SMASH,1.0,0.802
R_8finadprGjxTKTP,Phys/Psych,KNIFE,1.0,0.627
R_8finadprGjxTKTP,Phys/Psych,SLAUGHTER,1.0,0.726
R_8finadprGjxTKTP,Phys/Psych,SLASH,1.0,0.67
R_8finadprGjxTKTP,Phys/Psych,POLLUTE,1.0,0.93
R_8finadprGjxTKTP,Phys/Psych,DELETE,2.0,0.82
R_8finadprGjxTKTP,Phys/Psych,CORRODE,2.0,0.744
R_8finadprGjxTKTP,Phys/Psych,DESTROY,1.0,0.761
R_8finadprGjxTKTP,Phys/Psych,DIRTY,1.0,1.258
R_8finadprGjxTKTP,Phys/Psych,LAMENT,2.0,0.762
